text,label
 @EdgarPixar: Overdosing on heavy drugs doesn t sound bad tonight. I do that pussy shit every day. ,normal
 @El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221  They *are* fairy tale creatures. ,normal
 @Ferocious_Ghost: @1stName_Bravo Aw. ...fag, don t tweet   aw to me lol ,offensive
 @FloKid88: As long as the Lakers trash from now on, I could careless. And that s real.  . CC: @BENBALLER hahaha ,normal
 @Frosstyy_: @h0rheyd I didn t say anything tho kiss me then faggot ,offensive
 @FunnyPicsDepot: this the   I play soccer, cheat on girls, and wear khaki coloured cargos haircut http://t.co/ZUai7qWBIR &#128514  yup ,normal
 @G27Status: I could go for a fat ass bitch on my lap same ,offensive
 @GEDMelle: 17 missed calls! ! ! !  &#128544 &#128545   Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle ,offensive
 @GTM_Al: Ya side bitch gotta know it s rules to this shit..anybody ask you my cousin from jersey thinkin bout moving lmmfao &#128514 &#128514 &#128514 &#128514  ,offensive
 @GagaTom1: &#8220 @MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221  fuck yeah ,offensive
 @GirlThatsVonte: These hoes be thinking Meat won t slap they ass &#128564 &#128075  ainna bruh ,offensive
 @GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553 &#128564 &#9995   &#128514 &#128514 &#128514  ,offensive
 @GirlThatsVonte: Yall still going trick or treating this year or nah?  hell yeah ima be da sweet tooth bandit steal bitches bags n shit ,offensive
 @Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from damn you got hacked like fuck ,offensive
 @Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!   lmfao ,offensive
 @Goofstroop: You a woulda coulda shoulda ass hoe &#128563 &#128586  ,offensive
 @Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher  preciate that bitch roll up!  ,offensive
 @HBMostDope: @1Jayee @PipinHoes used to send that bitch up ,offensive
 @HBMostDope: Ugly bitches be like I m my own WCW duh bitch you ain t nobody elses&#128514 &#128514  ,offensive
 @HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes. ...nah, I throw no look passes lmao ,offensive
 @HeartlessFuck: Glad I m getting outta Atlanta. Nothing but a bunch of niggas in &amp  outta jail &amp  dumb bitches with mad kids fuckin em. ,offensive
 @HermosaAlma: This isn t ghetto.....it s smart https://t.co/MPAzQ3Jswf I m doing this idc ,normal
 @HiImJoriB: I would wife a hoe only cuz we wouldn t care that we cheating in each other. ...why force the relationship in the first place? ,offensive
 @HornyFacts: Being single isn t an excuse to be a hoe. @TheOneMiss_Luu ,offensive
 @HoskinsTy96: White boy power bitch black power bitch ,offensive
 @Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp  fuck hoes!  Bro white dudes have no chill. ,offensive
 @IScoutGirls: @verbally_abrupt bitch where u been Around the world and back. Where you been? ,offensive
 @ItsYahBoiRay: @anelylove if I don t get my dick sucked at yo party by a bad bitch I m fr gone set it off &#128514 &#128514 &#128514 &#128514  *by @anelylove * ,offensive
 @Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot. ,offensive
 @JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x lmao damn captain SaveAHoe ,offensive
 @JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I hot sox and legs ,normal
 @JamesyNBA: I wish I was a bitch like my brother keezy &#128530  ooooow I bet you do ,offensive
 @JasminePore: If you dressed up as a cat for Halloween you are basic. ...or a pussy ,offensive
 @Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo @Pornhub get on it Katie&lt 3 ,offensive
 @JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217 ll like it.  . Says the guy who hits women out of bed. FOH ,offensive
 @Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro theyll never be loyal that y they hoes my nig ,offensive
 @KazAtta: @1TAKEHOV Oh man..   its 5 am, you off a molly, ho where the fuck ya seed at??  #fixed ,offensive
 @KelsieBelsi: You re not a man if you refer to every girl as a bitch ,offensive
 @KeyshawnSwag: Lmfao this cat started beating the shit out of me my nigga finally got some pussy?! ? MY NIGGA! ! !  ,offensive
 @KeyshawnSwag: Peel up peel up bring it back up rewind back where I m from they move Shaq from the line ooooow who tf said that trash! ! ? ,normal
 @KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha lol anywaaaaaays..... haha ,offensive
 @KingHendo95: @VonDreaam naw it s my old tape. new cover . my upcoming mixtape is #KingOfTheHill Yeah I m waiting on that hoe Mayne!  ,offensive
 @KingTeej_: Ol dirty foot ass bitches.. this was too funny to me. ,offensive
 @King_Shawn_6: @white_thunduh that s where I get my yellow flags for being amazing &#128079 &#128524  HELL YEAH NIGGY ,offensive
 @KissMySmilee: Don t got time for bitches to be actin iffy. ,offensive
 @KnightfanNeal #UCFPINKPAY come on stay alive knights nation! ! ! !  This is still the early bird special. #ComeAtMeUT ,normal
 @KyraNadiya_: These hoes ain t loyal   no they ain t http://t.co/h1UBsVbkGl Smfh &amp  wonder why nobody decent wants them ,offensive
 @LCisTJ: Bruh, you studs keep thinking I m soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU. BYE HOE!  ,offensive
 @LODYCASH: dry pussy bitches always blame it on the condom&#128514   &#128079 &#128514 &#128079 &#128514  ,offensive
 @LUNAraps: shut yo bitch ass up!  https://t.co/IemN1u0gm5 &#128557 &#128514  ,offensive
 @LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can t even text back ,offensive
 @Latrobemark: You love these hoes more then money wats wrong these niggas ,offensive
 @LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo. ...sounding like me over there lol ,offensive
 @LiLFridayHOE: Easy cum, easy hoe That s a fact !  ,offensive
 @LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7 major fucking respect for Charlie Sheen. ,offensive
 @Lightskingawdd: Wish I had a bae &#128533  You got all the hoes tho ,offensive
 @Lil_Mike_12: Fuck twerking bitch can you cook ? ,offensive
 @Linniekravitz: @WesGodLaFlare bitch wtf http://t.co/DaSmycxODB ,offensive
 @Lipe_the_Great: &#8220 @h0rheyd:   @Lipe_the_Great: Shut up zoe fight me pussy&#8221  for zoe? I m good, man. You are good ma am. Move along now ,offensive
 @LolaaIsDope: Lmao fucking snake bitches @ em ,offensive
 @Loveable_Aizah: Big booty hoes everywhere sheesh &#128525  damn &#127807 &#128064 &#127807  ,offensive
 @MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks @dliming35 #bum ,normal
 @M_Rad: &#8220 @DezDLT:   I play soccer, cheat on girls, and wear khaki coloured cargos haircut http://t.co/tYCIhD6PkW&#8221  yes lmfao  @soccerboy_04 ,normal
 @MadFlyentist: Oregon chokes every year get off the field trash ass program RFT ,offensive
 @MannyDiesel: Def not cowboy lol  @ArtofFloyd: Terrell Owens was the best Eagle &amp  Cowboy ever ..dude cried like a bitch on tv, over Romo ,offensive
 @MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR This is why there s black people and niggers ,hate
 @Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch potent ,offensive
 @MaxMayo77: http://t.co/3Jk4kR44X3 a pissed lad past out. I would lick his dirty soles while he slept. ,normal
 @MaxMayo77: http://t.co/PrrskknqRv love frat boy w/ soft long soles ,normal
 @MaxMayo77: http://t.co/XpSC3makgJ sexy lad with hot soles and arches. ,normal
 @MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes depends on the female i feel ,offensive
 @Mesha_nojas: @_Vontethekidd &#128079 &#128079 &#128079 &#128079 &#128588  I got hicks lol ,normal
 @Migsmichelen: This new twitter is confusing the shit out of me. Go back to south america bitch ,offensive
 @Miikito_x3: Toto means ass or vagina?  I think pussy cause toto santi is like nasty pussy ,offensive
 @MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381   Her ass must be fat!  ,offensive
 @MileyCyrus: bitch couldn t kill my vibe if ya tried. &#127752 &#127752 &#127752  dis why i love miley :* ,offensive
 @Montrell_: I m tired of bitches saying I look mean.. &#128530  nigga you big af, wear tight shirts, and grim everybody. ,offensive
 @MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm #Climate ,normal
 @MvckFadden:   Stay beautiful you bitch   ,offensive
 @NICKIMINAJ: #WutKinda r purple. Ceeeleee  man this gurl was jus playin on the   stupid hoe  track. But in still shitted on sum gurls ,offensive
 @NastyCopper: Money getting taller and bitches getting blurry ,offensive
 @NewsomeJade: I ain t never seen a bitch so obsessed with they nigga&#128514  I m obsessed with mine &#128529  ,offensive
 @Nicholas_ted33: Kobe stay talking trash. But let s not forget http://t.co/VH4tnEkvTP @J_Austin12 I meant to do this one. Smh. ,offensive
 @NoChillPaz:   At least I m not a nigger http://t.co/RGJa7CfoiT Lmfao ,hate
 @No_FAKINGG: People always asking me what I m mixed with. She a bad asian bitch lol ,offensive
 @NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward but at least he isn t a cripple like your hero Roach lmaoo ,hate
 @OSAY_it_aint_so: &#8220 @IgnoreAllLaws: Fosters home for imaginary trash&#8221  WHOA CHILL that show was everything tf ,normal
 @OfficialReplay: I am lowkey tired. ...if you tired, be quiet and go to sleep hoe!  ,offensive
 @PRAYINGFORHEAD: &#8220 @macklemroe: Stop bringing weird niggers into my mentions!  @PRAYINGFORHEAD&#8221  http://t.co/cussDJesRK ,offensive
 @PRETTyBOSs_BRAt: We don t love these hoes &#128080 &#128581  ,offensive
 @PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!  ,offensive
 @Patsfanjoe32: @d_palomino52 I think worst advice I gave you was  don t be a pussy and speed up lol ,offensive
 @PoemsPorn: Quote this tweet with your favorite animal.  pussy ,offensive
 @Poetic_Success: I hate when strippers tell you they re   dancers  . Hoe, ballet dancers don t pop their pussy to Beethoven. You a STRIPPER!  ,offensive
 @Poffalicious: Andrewbryant: Poff has double vision after 2 beers Poff: ... Double pussy &#128526  smh ,offensive
 @Poobie_: When bitches TWERK on the computer.... ME:   In ya &#128089 , in ya damn &#128089 &#8252 &#65039    ,offensive
 @ProdsJewel_: &#8220 @sreadthepeace: &#8220 @yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221  nobody takin his bitch!  ,offensive
 @QUAN1T0: 61\% of welfare/government aid is claimed by white people. So y all black slander is trash now. ,normal
 @QUAN1T0: These bitches don t care they just play that role. ,offensive
 @Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree. @Iemonaids dis bitch in da wrong tree bro. ,offensive
 @NBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there s glitter on the shoes http://t.co/QCtPLxHEXM ....dudes a fag ,hate
 @RachieSoul: @DizzleOfficial inna di ghetto! ! !  You alone lmaoo ,normal
 @RamBoutIt: &#8220 @Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221  teach us Austin.  I teach u how to get curved? That s all I know ,normal
 @ReachtheeCLIMAX: bitches can t cook but know how to suck dick .. s/o to the ones that can do both!  ,offensive
 @RenegadeMo: Fat hoes get chose lol ,offensive
 @RiahSM: #hoesaintloyal well they re hoes,no one expects them to be loyal ,offensive
 @RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass http://t.co/AmcOinY0wG ,offensive
 @RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad lmaooo ,offensive
 @SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls lol bitch fuck you ,offensive
 @SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory Me: *rolls on the floor, laughing* ,offensive
 @Samirahusic_:   I don t want to have sex with my gf because I feel like I m using her.. - anonymous Whata faggot ,offensive
 @SexualGxfs: @ One of your followers with this &#128525 &#128553  http://t.co/F1TJl9xnCT @ somebody, bitch if you don t ,offensive
 @Shaa_Jenkins: If ya bitch always bitching clearly she care!  Or just an annoying Bitch!  ,offensive
 @ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524  ,offensive
 @SheWentToJordan: Can t worry about a bitch that ain t worried bout me #real ,offensive
 @ShowArrive: Side hoes are for insecure niggas that can t handle a real one. ,offensive
 @Shun_stokes: &#128514 &#128514 &#128514 &#128514  @bluprint_4: Lmao!  This bitch come scooting in the tent like she about to fuck some shit up!  &#128557 &#128557 &#128557  ,offensive
 @Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514  ,offensive
 @SlimGirl_Probz: i m hungry but ionn wanna spend my money on food&#128530   Broke hoe problems &#128514 &#128514 &#128514 &#128128  ,offensive
 @SmeegBaby: Dese hoes be LYIN to all of us nigga ,offensive
 @SnakecharmsDump: http://t.co/4b427dQZCV oh yeah fuck that bitch ,offensive
 @SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season. Lmao trash ,normal
 @SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187  http://t.co/JOOsdSubIR he s a bitch ,normal
 @StellaTex: Guess what? I also have zero time for your mansplaining!  Adios!  Stfu pussy ,offensive
 @Stephenwildboy: Chilling &#128069 &#8482  http://t.co/mik3iPNle6 sexy scally lad ,normal
 @Strap__: I ain t sharing no bitch if you mines you mines &#128175  ,offensive
 @SukMySweetness: money only impress the simple broke bitches ,offensive
 @Sylvieamx: #Pisces will never be anybody s bitch, they don t let people control or change them. Rigghhht ,offensive
 @TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah &#128514 &#128514 &#128514  ,normal
 @TEE_JONEZ: @KingCuh @16stanleys I m not mad cuh hahaha suure.. tuku ho ita!  &#128514 &#128514  ,normal
 @TayKnosBest: These hoes is crazy ,offensive
 @Taylorr_Babee: You ain t ever gonna be a slice bitch. Kevin hart. (: ,offensive
 @ThatniggaTroy: Oomf so fuckin fine tho &#128553  dam @ her, don t be no bitch. ,offensive
 @TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags ,offensive
 @TheNewSAT: #NewSATQuestions Yeah bitch, yeah bitch, call me _______: a.) Maybe b.) Steve-O c.) Later d.) Jesse Pinkman  @machinegunkelly ,offensive
 @TheNymphoTweets: Hickies in between her thighs right by her pussy &gt &gt &gt  Its only right ,offensive
 @TheOneMiss_Luu: Would you still love me when I m no longer young and beautiful? No. Ugly monkey ass. ,offensive
 @TheRealRickyB21: @JetsAndASwisher @Gook____ y all come through the front.  bitch I ain t coming ,offensive
 @TheRealRickyB21: @JetsAndASwisher faggot bitch http://t.co/2HyyAbk4eH ,offensive
 @The_Realist_Sam: @Madrid2_ yea, I m on my iPad. I don t work this Friday. Let s ball this faggot up @TropicalBlanket  i work 2-5 ,offensive
 @Theo17100: http://t.co/BYj1HOyhmG this scally lad would get it ,normal
 @TheoMaxximus: #GerrysHalloweenParty http://t.co/3ycrSrnjHc Halloween was yesterday stupid nigger ,hate
 @TheoMaxximus: Chrus still supahot tho *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI ,offensive
 @Thornton25: &#8220 @KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221  I can eat that shit forever lol and ever. ,offensive
 @Tmacc_GFG: &#8220 @VoiceOfDStreetz:   @Tmacc_GFG: &#8220 @tizzimarie: No slushes &#128549 &#8221 hoes nasty anyway fam  &#128564 &#8221 them hoes taste like meds  &#127815 &#127815 &#127868  ,offensive
 @Tmacc_GFG: &#8220 @tizzimarie: No slushes &#128549 &#8221 hoes nasty anyway fam  &#128564  ,offensive
 @Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck hell yea i play that hoe before my workout ,offensive
 @TreLeKidd: Yo bitch is Gucci Mane  @JabariTheGreat : My bitch a stoner &#128175 &#128175  http://t.co/lt9LIJjpg9  &#128514 &#128514 &#128514 &#128514 &#128514 &#128514  ,offensive
 @TweetGameLazy: I can ride your bitch with no handle bars ,offensive
 @TyJonCuffee: And if you ain t a hoe get up out my traphoussseeeee ,offensive
 @UberFacts: 15 sad TV character deaths we re still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0  ned stark was the man ,normal
 @UnHoly_Jack: These harbor bitches are all   Party Bus hoes  Lol all? ,offensive
 @Vbomb20: @Woodchuck20 pussy love it ,offensive
 @VeronikaHumbert: Ultraviolence video, its coming you little bitch!  #MTVHottest Lana Del Rey http://t.co/533fLbvWqh bitchy promo ,offensive
 @VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy  LMFAO KITTYCOPTER ,offensive
 @WBUR: A smuggler explains how he helped fighters along the   Jihadi Highway  : http://t.co/UX4anxeAwd ,normal
 @WBeezy_:   @QuaTheGreat: Aww their avis look so cute together &#128145  http://t.co/9lPorCb8w0 &#128128 &#128128 &#128128  do I gotta get Ike avi on this bitch ? ,offensive
