text,label
'working all weekend #woohoo',sarcastic
'that vid is only 4mins but you spend 30mins for eating &amp; that s only for one meal.i suggest you skip eating so u hv more study time.',sarcastic
'well this is going to be an eventful day',sarcastic
'i love waking up at 8 for a lab that only takes 20 minutes',sarcastic
'oh yayyyyyy school 😫🔫',sarcastic
'it s just been such a great morning...',sarcastic
'hey, it s october 3rd. isn t that in a movie or something?',sarcastic
'i just love burning my hand with a straightening iron.',sarcastic
'i just love feeling like shit.',sarcastic
' it must be said,  pakistani politicos are blessed with some of the brightest brains in the world!   #youtube #whatsapp #viber #skype #rip ',sarcastic
'how did david clarkson do in his first two games for the leafs? #asspirate',sarcastic
'12 hour day yayyyy',sarcastic
'shoulders are sore....specialty lanes are gonna be a blast!',sarcastic
'best breakfast ever #applecider&amp;advil',sarcastic
'sitting with all my friends at breakfast #pause',sarcastic
' i love how she makes up crazy ass good prizes when they don t answer their phones...  a million dollars and a trip around the world  . ',sarcastic
'man i missed some major class time with that assembly',sarcastic
'totally the way i wanted to wake up',sarcastic
'on my way to school. fun shit...',sarcastic
'yay for stress and migraines!!',sarcastic
'great to know you care',sarcastic
'caught whatever illness has been making its way around the office. #feelingloved',sarcastic
'the most tired i ve been all semester... and it s time for exercise class. #soexcited #thissuitisblack',sarcastic
'perfect way to start off my day.',sarcastic
'let s all root for delmon young because he s a great person #rays #mlb',sarcastic
'getting to school at 7:30 #iloveschool',sarcastic
'i m so glad my cold is worse today.',sarcastic
'and so the rain begins. today will be fun.',sarcastic
'hey, does anyone know what banksy is up to these days?',sarcastic
'got a clean shot on a deer this morning and wasn t able to find it. awesome. just awesome.',sarcastic
'11 hour day .... and i m sicker than a dog. #sweet',sarcastic
'since the #governmentshutdown there can’t possibly be those wavy and wispy high-level clouds anymore, right?',sarcastic
'ups cuts power to all outlets for 1 second when i add or remove something? yay... liebert ups... fantastic job..',sarcastic
'presidents cup. so fancy.',sarcastic
'what s today s date? no one on my feed has posted any kind of movie reference that would give me a clue.',sarcastic
'this day is just stupendous!',sarcastic
'5ever scared to death every night thanks to syaf #thankful #blessed',sarcastic
'well today s off to a great start...',sarcastic
'also noted when seeing people s social media profiles: so many muslim theologians mashallah! how wonderful! everyones a theologian!',sarcastic
'#usa, 54 #african govs have shut down for over 50 years. a few days won t hurt u...much',sarcastic
'i love it when my blinkers stop working.. such a comforting feeling.',sarcastic
'   weapons don t kill, communication does   #sindhgovt #ban #whatsapp #viber #skype ',sarcastic
'merican sign language. best class ever!.',sarcastic
'jesus spanish really is a great way to end the day',sarcastic
'i wanna sleep but my parents are insisting on taking me to dubai mall #yay',sarcastic
'what s the point of having a lock down drill when none of the doors lock? #safe',sarcastic
'of course my skirt flew up the moment i passed a giant line of school children waiting to enter varsity stadium. #goodmorning',sarcastic
'good thing my coach game me enough time to take a shower after workout so i don t smell in my class!',sarcastic
'the post run ice bath really starts to bite you come the autumn. #wellendowed',sarcastic
'tomorrow is suppose to me 41 degrees with snow... isn t that awesome?',sarcastic
'woowwww you are soooo cool.',sarcastic
'ok i ve got 523 interactions on facebook in 2 hours...and zero on twitter. twitter is fun because it s about limited interaction.',sarcastic
'what a way to start off my day',sarcastic
'damn this is such a good song, let me play it 86 times an hour until i hate it!',sarcastic
'awh yeah walking home in the rain. yeah love rain yeah 🙌💦☔️',sarcastic
'i love how a criminal mastermind #rosswilliamulbricht went to #pennstate for his masters..',sarcastic
'day of fun at the district attorney office in charlotte',sarcastic
'love being at the dentist , so much fun yaaaa',sarcastic
'stuffing and licking envelopes is what every 18 year old girl wants to do with her spare time.',sarcastic
'morning sickness is going away!',sarcastic
'just having to listen to a monotone professor and a deaf person just makes tuesday and thursdays great!',sarcastic
'sunny and 75 in plymouth',sarcastic
'you don t realize how original your twitter feed is until it s october 3rd...',sarcastic
'great! microsoft brought back the advertisements to outlook. i missed them so much!',sarcastic
'i feel honored, i now have my own personal class attendance keeper!',sarcastic
'i just love how i always get interrupted when talking to someone.',sarcastic
'that makes me feel great about myself.',sarcastic
'had a lunch meeting with a big dutch company. they want to become the  rabobank  in running. any value pro team available in our sport?',sarcastic
'just got invited to a party in italy, no sweat, i ll just hop on my private jet and meet ya there #sorichitmakesmecry',sarcastic
'aw it s so nice when your friends think your sciving',sarcastic
'nothing better than being at court for 3 hrs',sarcastic
'200 days until my birthday! #wootwoot #21 #almostthere #kinda',sarcastic
'i m thinking sweet garlic chicken with veggies for ryan for dinner.. &amp; turkey meatballs for me. since i eat so amazingly.',sarcastic
'okay so i didn t quite make it out the house still too poorly but i do feel more human! my holiday has really started well',sarcastic
'wow! government shutdown really does have no effect.',sarcastic
'well, today is just peachy.',sarcastic
'yep, i really wanted to spend my entire morning at the health center...',sarcastic
'atleast when stuff like this happens i have people to count on',sarcastic
'i m definitely your best friend',sarcastic
'time to study. #yay',sarcastic
'the fact that i had a serious doctors appt yesterday and you didn t ask me once in person if i m going to be alright, thanks bby',sarcastic
'3classes. 3 quizzes.. i love college.',sarcastic
'i have pretty much all weirdos in my class #great',sarcastic
'yeyyyyy for working all dayyyyy...',sarcastic
'got to love a bit of hockey #impro #lol',sarcastic
'this year is gonna be funnnnnnn',sarcastic
'i. am. soaked. #greatweather',sarcastic
'oh october third. what a great day',sarcastic
'yeah cus i always like my ex s picture..',sarcastic
'ahhhh. xml - how i &lt;3 thee.',sarcastic
'not looking forward to being at south alllll day today. #partytill9',sarcastic
'just chipped my tooth by sneezing...this is the start of a great day',sarcastic
'i just love waking up early to write an essay i should have done last week',sarcastic
'do not invite me to raves on facebook #donotinvitemetoravesonfacebook #do',sarcastic
'love walking home in the rain #no',sarcastic
'if u didn t wanna take on the responsibility of being a parent then u shouldn t of even considered having children. #thanksforthehelp',sarcastic
'fantasy football suggests i drop jason witten for josh freeman seems like a legit idea',sarcastic
'pops is having surgery today, mom kicked me out via text message. all around good day i d say',sarcastic
'just got home to find out i have my first orthodontic appointment #fab #greatnews',sarcastic
'a boolean value is true or false. #didnotknow',sarcastic
'ahh my life just keeps getting better and better, huge crack across my whole phone. life is good',sarcastic
'there is an intense debate going on today about getting fighting between coaches out of the game, right? no place for it!!',sarcastic
' lets attempt to burn down the   house   with fiscal irresponsibility and gross overspending and then blame conservative ',sarcastic
'man #school is so much fun!',sarcastic
'and they make u the bad one n say oh ive been a fool. because u didnt obviously do anyting hurtfully wrong',sarcastic
'dear us government, thank you for a wonderful birthday gift. my family really appreciates everything you do for america.',sarcastic
'went shopping today and bought all the wrong things!! so i ll have another trip tomorrow to change everything! #yipeee',sarcastic
'the starbucks spanish cutie gave me am extra size cup for the price of a grande. #shewantsmydick #lol',sarcastic
'my runners are so pretty',sarcastic
'off to a child protection course later. oh this will be so much fun.',sarcastic
'someone left garbage in the elevator in the ag building #disgustingpeople #mcdonalds #classy',sarcastic
'well that was a productive study hall..',sarcastic
'more tablets in my life! #yay',sarcastic
'phs is sooooo classy',sarcastic
'when it decides to pour while your walking across campus ...#cute',sarcastic
'so pumped for this browns/bills game tonight! thanks nfl network!',sarcastic
'not good enough... what a shocker',sarcastic
'feeling nauseas at work tonight sure will be fun!',sarcastic
'homework my favourite part of the day',sarcastic
' i love how my   friends   talk crap on me behind my back. #goodfriend ',sarcastic
'i love it when i m so distracted by the paper i m writing that i forget to go to class.',sarcastic
'o it s suppose to rain? ya my dad got me a rain suit! cool',sarcastic
' welcome to   zoo kptm   where everything in this hostel are alive. starts at 12am till 12.30am ',sarcastic
'double standards are truly great.',sarcastic
'keep throwing shit at me, this day isn t bad enough yet.',sarcastic
'phil with the thumbs up already #great',sarcastic
'thanks for being so helpful shawnee state.',sarcastic
'so disappointed i didn t cupid shuffle with all six of the other people dancing 😂',sarcastic
'i love when i walk outside and it smells like weed',sarcastic
'3rd block is so productive',sarcastic
'i ve done so much today',sarcastic
'really pumped about adding medical insurance and having to back pay for the plan on my next paycheck. should be cute.',sarcastic
'emily has a great voice....',sarcastic
'the smiles that exude from the faces of the walmart consumer service staff rivals the staff at my local dmv.',sarcastic
'i love it! #thechase #imsobrainy',sarcastic
'gotta love going to math in uniform.',sarcastic
' for those of you that go   mudding   you are probably out there tearing up someone s pasture/field or a back road somewhere. so good job ',sarcastic
'watching people fist fight is hilarious. #ufc',sarcastic
'can t wait to go back to college next week',sarcastic
' again some characters on this show are on crack due to the   good   writing #days ',sarcastic
'it s really cute when a girls thong is hanging out of her pants',sarcastic
'love crying in lunch because i still mis him',sarcastic
'you give us a worksheet then tell us you re not gonna collect it.. and you really think i m still gonna do it....',sarcastic
'no, the concussion jokes aren t getting old.',sarcastic
'day just keeps getting better ....',sarcastic
'walking in the pouring rain....love it',sarcastic
'you treat us like children #thankyou',sarcastic
'i apologize for the my story snap. great idea snapchat..',sarcastic
'dead coyote in the shoulder and a dead cat in the middle of the road. a pleasant commute this morning.',sarcastic
'nice day at work in this weather',sarcastic
'olazabal really mixing up these pairings',sarcastic
' i m wearing pink sweat pants and a blue hoodie and my dad looked at me and said   no wonder everyone thinks your a fashion icon.   ',sarcastic
'i love walking in the rain with my glasses on.',sarcastic
'si excited about my performance review tomorrow.',sarcastic
'no practice? but i wanted to get better',sarcastic
'aye just about 4 or 5 essays to do...sure it will be great fun.',sarcastic
'gosh being a girl is great',sarcastic
'drivers training test today. #howexciting',sarcastic
'football at 10 in the rain tonight wohooo 👋',sarcastic
'i love having lectures in llanbadarn.',sarcastic
'rainy day and i m sick with a parasite. life is great.',sarcastic
'ahhh m56 traffic 🚙🚗🚕🚛🚙🚗🚕🚛 #ivemissedyou',sarcastic
'goodie. our authentication system is having a nerve storm. students can t log in. #goodie',sarcastic
'another fire in this town... how surprising',sarcastic
'appraisals are all well and fun right ;)',sarcastic
'embracing the natural look. i love my curly hair',sarcastic
'packing everything up to head home today...have an interview tomorrow then heading out to roswell!!! one day i ll stop travelling...lol',sarcastic
'i love when twitter doesn t tell me i have a message',sarcastic
' article in today s star   japanese more likely to hurl themselves under trains after prolonged spells of rain   such a happy article ',sarcastic
'to the person blaring your music very loud, thank you. you have kept me from studying for a test.',sarcastic
'raccoon eyes are soooooooooooooo sexy.',sarcastic
'glasto coach tickets sold out in like 40 minutes... looking forward to the mad rush on sunday morning then!!',sarcastic
'i love that you don t talk to me about anything.',sarcastic
'today we are touring the library.... woooooo! really?! #soexcited',sarcastic
'finally, 1st chance to read the news. find out what other uncivilized act has been committed toward the destruction of the world',sarcastic
'i hate how out of the loop i am... #greattoknowthings',sarcastic
'chem test today, calc test tomorrow yay college life',sarcastic
'el oh el. my dad is too funny sometimes. he knows just what to say to make me feel special.',sarcastic
' obviously since senate democrats voted   no   four times and didn t come to the negotiating tabe, it s a #gopshutdown! #justkiddkng ',sarcastic
'i get to commute 40 minutes one way today! woot woot!',sarcastic
'two goals for the day: write a paper and learn all the words top an ed sheeran do song. seems solid to me lol #ambitious',sarcastic
'ughh doing responsible adult things. thanks a lot obama.',sarcastic
'oh wow so happy i still can t practice today wow seriously the best day ever wohoooooo',sarcastic
'i just love going all the way to the shopping center on my own for the next couple hours #funtimes',sarcastic
'i thought that was gunna be sumthin good',sarcastic
'having a fever of 102 today &amp; right before homecoming tomorrow #awesome',sarcastic
'why do we do so much work in civics',sarcastic
'lol bitch can t even make bagel bites #housewife',sarcastic
'my toe shall be out of use for the next 2-3 weeks, this should be fun',sarcastic
'i m glad you can atleast say hi to your daughter',sarcastic
'i would like to thank my mother for giving me her nervousness/anxiety',sarcastic
'well that was a productive mentoring class.',sarcastic
'my favorite days at work are the days when everyone is fighting and nothing is getting done.',sarcastic
'you do make me laugh',sarcastic
'that d be great! thanks, but no thanks..',sarcastic
'bills vs browns tonight! man am i excited!',sarcastic
'my plan for today is eat nap shower homework.... #soexciting',sarcastic
'you all be jealous of my great wifi speeds',sarcastic
'just because your a freshman, it doesn t mean you get to act like you re cooler than all the middle schoolers.',sarcastic
'wow i love when people point out how small my waist is!',sarcastic
'and what a fantastic day it s gonna be today...',sarcastic
'shots fired at capitol hill. america is doing very well right now',sarcastic
'homework is just tops',sarcastic
'i m really digging the early 2000 s music selection here at the blood drive #clutch',sarcastic
'being mean is an attractive trait',sarcastic
'this is a really great time to be 100\% alone',sarcastic
'gun shots heard in us....*shocked face*',sarcastic
'yay! i m getting sick again',sarcastic
' so there was a shooting at the u.s. capitol... guess he didn t know it was a   gun free zone   ',sarcastic
'yeah my life just seems to get better and better everyday!!!',sarcastic
'be jaysus longford/offaly ... been a while',sarcastic
'love how i ask my sister to get me some deodorant and and she buys me sainsbury s bloody own!!? 👍😳😱 #really #cheapass #why #goodcall',sarcastic
'my job description has been extended. i am now supposed to be a mind-reader. #illgetrightonthat #myjobisthebest',sarcastic
'how can there be a shooting at the us capitol?! they have the strictest gun laws among the us?',sarcastic
'i just love having shitty days.',sarcastic
'shots fired on capitol hill. let the stupidity keep going folks. this is just what we needed.',sarcastic
'i really love it when professors lecture the first fifteen minutes of class on test day -______-',sarcastic
'i love when i don t have a voice and i have to explain my drawings',sarcastic
'laptop crashed oh no',sarcastic
'want to hear from someone with a great football brain?, tune into #skysportsnews to hear dean saunders take on the swansea game',sarcastic
'love getting treated like shit 👌',sarcastic
'this is gonna be the best weekend ever.',sarcastic
'then he said my hair has seen better days.... bryan is just lovely.',sarcastic
'yay time for class!',sarcastic
'my review is fantastic',sarcastic
'how about that voice class ha he hahe ha',sarcastic
'capital attacked... maybe the government will open back up...',sarcastic
'i do love it when you walk past me and act like you don t know me',sarcastic
'nice to know you have my back 🙅',sarcastic
'i just love math',sarcastic
'the problem with twitter? never heard of anyone dating as a result of it. it s not really social media then?',sarcastic
'sorry for my unsportsman-like tweet let me try again. wooh lets go as lets beat the phenomenal detroit tigers they are a great team',sarcastic
'spilled my pre-workout all over myself- good thing i wasn t in my car or had nice clothes on',sarcastic
'shooting at the capitol? yeah, there s a shock',sarcastic
'hahaha it s cute when guys talk shit to girls',sarcastic
' the highlight of my day is when i receive my   today in compass   email from #ou ',sarcastic
'well i have pen all over my white pants great!!!',sarcastic
'welp, this is cool.',sarcastic
'referee is having a stormer in the swansea game',sarcastic
'oh no, billy the kid just died. #ohno #expendables2 #liamhemsworth #emosh',sarcastic
'yayy time to work!',sarcastic
'you couldn t put in any more effort if you tried...',sarcastic
'gunshot near u.s. capitol.... oh that s great 😳',sarcastic
'it s the best when people don t reply!!',sarcastic
'bring on the holidays #perty',sarcastic
'my favorite thing is when people act different around their friends.',sarcastic
'listening to a speech on genetically modified organisms... exactly how i wanted to spend my afternoon.',sarcastic
'touched down in fl!!! 🌴 #beachtime',sarcastic
'being told that someone wants you dead is just the greatest feeling',sarcastic
'oh yeah way start bike week.....',sarcastic
'i just love coming home to my mother screaming',sarcastic
'i m so glad my face is beat red in my license....',sarcastic
'nothing better than feeling invisible... 😔',sarcastic
'love it when henry doesn t reply',sarcastic
'when you call me and i hear girls talking in the background, just makes me feel great',sarcastic
'i just love pop physics quizzes',sarcastic
'awesause way to end my day.',sarcastic
'real shame that the clowns get to be embarrassed on national television this evening',sarcastic
'since the government shut down i can t renew my passport meaning i can t go on birthright if i get accepted......awesome',sarcastic
'because tucking in our shirts will help us in life',sarcastic
'nothing better than being a failure! :d',sarcastic
'bama doin it big! #cheatbabycheat ... ill be patiently waiting for the sanctions hammer to smash them',sarcastic
'feelin pretty great right now.',sarcastic
'watching golf with jonny miller and now keith olberman for baseball...great',sarcastic
'wait did cady ask aaron or did aaron ask cady....????',sarcastic
'love when my bf plays fifa...😒. his raging is out of control.',sarcastic
'5 days without a single workout and counting. i blame the changing of the seasons.',sarcastic
'#feelingannoyed with this whole week. just keeps getting better..',sarcastic
'#obamacarephonenumbers #gop bring us to standstill as they re against the 99\% getting healthcare, but of course it s obama s fault.',sarcastic
'i d be worried bout something that s 5 months away too',sarcastic
'i just love a whole day of sitting and watching dance',sarcastic
'ignorance is the way forward...',sarcastic
'capitol hill attack, good thing government is shut down so no one was hurt...',sarcastic
'nevermind i like when you treat me like crap!!',sarcastic
'yayyy for 25 hours of community service',sarcastic
'apparently other people know more about me than i do? #haha #stupidrumors',sarcastic
'our country s complex problems could be fixed if congress just listened to all these simple solutions people post on facebook',sarcastic
'life is about to get real crappy. yayyy senior year.',sarcastic
'i have the best luck...',sarcastic
'a hidden feature in the new ios is not being able to text. lllllove it.',sarcastic
'love getting ignored and long replies me cho',sarcastic
'sittin on the side of the road because my work truck blew up. sweet.',sarcastic
'wad u wan freddy? im tryna learn..',sarcastic
'haha gets better and better like',sarcastic
'that just put me in a great mood before my game....',sarcastic
'another shooting in washington d.c?! now i feel wonderful about being in the army......',sarcastic
'love working a 16 hour day',sarcastic
'signed up for sat s.... #cantwait',sarcastic
'i just love my family so freaking much everyone is so nice to me on my freaking birthday it s unfreakingbelievable #sokind',sarcastic
'dammit man i m always forever missing the good stuff thanks to that wonderful invention known as homework #wrc',sarcastic
'cried off my makeup. the puffy, red eyed me is super attractive. 😒',sarcastic
'and just like that, all of a sudden, im ill. chest is in fucking agony. love all that.',sarcastic
'another day in paradise at north pem',sarcastic
'so excited to be back at the doctors office😒...',sarcastic
'my social life is mint',sarcastic
'this lady on fb just said my senior photos look a little like lindsey lohan.....like... thanks.',sarcastic
'two faced ppl are my favvv😊',sarcastic
'having a full day of college and then baby sitting till 2 in the morning is my idea of fun',sarcastic
'there s nothing i love more than coming home and crying my eyes out.',sarcastic
'totally looking forward to a 5 hour course in yorkton today.',sarcastic
'i am starving, yet i feel too queasy to eat. makes sense.',sarcastic
'wrk at 5 can t wait...',sarcastic
'i think that iowa state may have a big game today? sure #justarandomguess',sarcastic
'thanks for being a true friend',sarcastic
'nice...ontario gave mlse $500k for nba all star game. money was just laying around anyway; wouldn t be useful for anything else.',sarcastic
'buzzing to be at work for 7am in ptown.....',sarcastic
'two weeks in a row #record #win',sarcastic
'love when my car breaks down',sarcastic
'love how caring some people are 😋',sarcastic
'thank you republicans for shutting down food/nutrition for needy children in effort to shut down access to healthcare for needy.',sarcastic
'that just makes my day so much better',sarcastic
'washington dc has the strictest gun control in the country - yet there was a shooting. #logic',sarcastic
'so many people told me happy birthday at school today, im glad to see you all care... not',sarcastic
'fixing other peoples computers is my favourite thing to do on a thursday night',sarcastic
'love the fact my phones been fucked the whole of today...',sarcastic
'had fun playing in the rain earlier.',sarcastic
'gotta love these hot ass days for bow hunting',sarcastic
'great start brandon 👌',sarcastic
'well that was fun... i thoroughly enjoyed being stabbed with needles...',sarcastic
'i love eating supper alone',sarcastic
'i just had a revelation. every one of my friends has been asked to homecoming, and i haven t. maybe i should work on my people skills.',sarcastic
'well this day just keeps get n dandier &amp; dandier',sarcastic
'thanks comcast for letting me know you bill one month in advance. you guys are really great',sarcastic
'the worse i do in this exam tomorrow morning the less i will subsequently have to pay for a spanish course #backwards #goodincentive',sarcastic
'hmm thanks for trying to make this a good last year',sarcastic
'time to take tickets for 2 hours... #yay',sarcastic
'i love when people openly stare/talk about my tits, i know they are huge but you re rude as fuck. ✋',sarcastic
'oh my gosh! all of the mean girls references of today being october 3rd are soooo not getting old!!!!! :d',sarcastic
'a carlos beltran postseason home run? #shocking',sarcastic
'i have been so busy i completely forgot about #bbcqt. what a shame.',sarcastic
'couples who have the same haircut. that s cute',sarcastic
'so glad our family is more important to you. picture will be super exciting now.',sarcastic
'good thing wisdom teeth are reallllllly comfortable.',sarcastic
'aj burnett really looks like a class act between his massive chaw and 40 tattoos',sarcastic
'i love getting attacked by the silk worms....',sarcastic
'i would really like to see more tweets about the parade',sarcastic
'pirates look like a real solid playoff team',sarcastic
'i love when people copy me..',sarcastic
'shocking. our betters in washington, dc have decided that the armed men who protect them from the unwashed masses are essential staff.',sarcastic
'perfect day to wear white jeans',sarcastic
'really love hearing lauren and cole fight constantly.',sarcastic
'good solid start for the pirates. they can totally come back from a 7-0 hole #nlds',sarcastic
'well, that was cool 👍 i m rlly impressed. haha',sarcastic
'nice to see aj burnett living up to his clutch ways.',sarcastic
'wow happy fucking birthday to me',sarcastic
'i wish my teacher would email me back.. but i guess it s cool',sarcastic
'well that s a shocker..',sarcastic
'the one night i go out of my way to make my dinner... my mom calls and says she s gonna get popeyes. fml, fantastic timing mom',sarcastic
'sleep, gym, university, sleep #fun24hours',sarcastic
'yay!!! major police and secret service action in dc!!! my best friend goes there in 3 weeks!!!',sarcastic
'today s just been wonderful.',sarcastic
'well this weekend is off to a great start',sarcastic
'k thanks bitch. that s what i wanted to talk about. thanks for ruining my night. you re the best.',sarcastic
'it smells good with a sweaty football player in the car !',sarcastic
'i have to do laundry today. fun fun',sarcastic
'i think its cute that bay port wants to have a jaguar theme for tomorrow, its really creative and clever',sarcastic
'thanks for inviting me guys! shows how much you care 😏😏',sarcastic
'this year jus keeps getting better and better i m going to have to see a chiropractor for my rib yay',sarcastic
'here goes a 5 mile walk. #fun',sarcastic
'went to sleep at sunrise, went to class, slept through another class...woke up at sunset #lifesgood',sarcastic
'so glad it s storming.',sarcastic
'oh yeah. i just love being ignored.',sarcastic
'i love when i don t get asked if i want to switch schedules with one of my co-workers and they just switch it for me :)',sarcastic
'thanks class of 2016 for helping with the float.',sarcastic
'two great matches in a row!',sarcastic
'i love when my parents argue.',sarcastic
'i love it when i get poison ivy and poison sumack . nature just loves me.',sarcastic
'get a whole extra hour in bed tomorrow! #luckyme',sarcastic
'branding cows my favorite thing to do',sarcastic
'had to force my little brother to take a car ride with me 😒 #hestilllovesme',sarcastic
'keeping busy is really easy when you have a million things that need to get done! aren t i lucky?',sarcastic
'wow gta online works so good!!!',sarcastic
'i love fire drills',sarcastic
'this cardinals pirates game is a barn burner',sarcastic
'please please please tweet more about your problems',sarcastic
'ive just been having the best of luck today...',sarcastic
'the way you flip of the camera frightens me.',sarcastic
'don t you just love a good liar?',sarcastic
'i really hope i m not waiting oomf time',sarcastic
'thank you phone charger for actually charging my phone',sarcastic
' i love the   what should the wild wear?   tweets. ',sarcastic
'kings vs wild. just the game i wanted to watch tonight.',sarcastic
'gee i really apprectiate what you did there',sarcastic
'love getting random guys numbers and hugs from them',sarcastic
'fluid mechanics is such an interesting topic to get lectured to for 3 hours',sarcastic
'so ready for that bus ride to dallas',sarcastic
'my peers are so classy',sarcastic
'she shouldn t talk about herself like that.... that s not very nice.... #haha #funny',sarcastic
'nice to know you really care....',sarcastic
'luckily it was my wonder woman bombshell statue. no biggie.',sarcastic
'night in the paramedics tent woooo',sarcastic
'just what i wanted to hear from you',sarcastic
'i love when my mom is in a piss poor mood.',sarcastic
'glad i can trust you.',sarcastic
'lol!!! i love how my purple bra dyed all my whites purple !!!!! lol',sarcastic
'wow my little brothers so nice to me...',sarcastic
